,Date,Campaign Name,Ad Set,Ad,Spend,CPM,Impressions,Clicks,Add to Cart,Add Payment Info,Purchase
59,2024-04-07,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,85,6.91,12299,635,38,15,13
68,2024-04-08,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,69,6.77,10193,697,26,10,8
77,2024-04-09,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,99,6.72,14728,1043,42,15,11
86,2024-04-10,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,77,5.97,12896,696,27,8,6
95,2024-04-11,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,71,6.99,10152,475,18,7,6
104,2024-04-12,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,80,5.35,14956,808,31,10,6
113,2024-04-13,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,72,6.54,11002,660,27,10,8
122,2024-04-14,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,96,6.94,13838,681,29,10,8
131,2024-04-15,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,79,5.88,13434,645,33,9,6
140,2024-04-16,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,98,6.59,14879,893,32,10,9
149,2024-04-17,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,97,5.79,16744,1005,48,19,13
158,2024-04-18,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,91,5.18,17579,1245,61,19,14
167,2024-04-19,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,81,6.66,12155,744,44,12,8
176,2024-04-20,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,62,6.64,9338,482,19,5,4
185,2024-04-21,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,65,6.27,10359,535,18,5,4
194,2024-04-22,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,74,6.46,11453,797,27,8,6
203,2024-04-23,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,86,5.65,15230,1005,52,16,10
212,2024-04-24,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,75,5.14,14593,630,23,9,6
221,2024-04-25,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,84,5.5,15284,972,45,13,10
230,2024-04-26,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,97,6.61,14676,881,46,15,10
239,2024-04-27,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,80,6.2,12901,712,36,14,10
248,2024-04-28,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,65,5.98,10865,613,19,5,4
257,2024-04-29,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,99,6.79,14591,945,57,22,19
266,2024-04-30,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,83,6.08,13647,770,38,12,9
275,2024-05-01,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,69,6.3,10951,421,13,3,3
284,2024-05-02,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,96,6.14,15639,1089,63,22,18
293,2024-05-03,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,93,5.16,18008,1210,44,12,10
302,2024-05-04,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,93,5.7,16319,1097,41,15,9
311,2024-05-05,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,96,6.44,14898,894,41,12,10
320,2024-05-06,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,90,5.26,17103,1047,35,12,10
329,2024-05-07,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,70,5.82,12033,794,34,10,7
338,2024-05-08,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,94,5.4,17409,1191,63,22,17
347,2024-05-09,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,66,5.94,11107,653,39,10,8
356,2024-05-10,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,82,5.14,15962,1092,34,13,11
365,2024-05-11,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,91,5.25,17318,1039,58,22,16
374,2024-05-12,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,98,5.19,18867,1132,52,19,15
383,2024-05-13,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,77,5.8,13280,478,21,8,5
392,2024-05-14,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,91,5.24,17364,813,37,9,6
401,2024-05-15,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,60,5.52,10864,404,12,5,4
410,2024-05-16,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,61,6.73,9069,631,21,7,6
419,2024-05-17,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,92,5.64,16299,919,40,12,9
428,2024-05-18,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,147,9.97,14752,2124,125,33,29
437,2024-05-19,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,155,9.05,17121,1767,94,24,17
446,2024-05-20,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,144,8.1,17778,2347,77,27,22
455,2024-05-21,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,89,5.47,16280,742,36,9,6
464,2024-05-22,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,63,6.28,10030,650,38,12,8
473,2024-05-23,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,86,6,14330,808,36,12,10
482,2024-05-24,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,68,5.89,11555,513,29,10,7
491,2024-05-25,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,64,6.08,10522,391,13,5,4
500,2024-05-26,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,72,6.88,10473,566,30,10,7
509,2024-05-27,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,62,5.17,11988,432,25,7,5
518,2024-05-28,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,78,6.46,12073,449,25,8,5
527,2024-05-29,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,71,5.6,12684,609,27,9,8
536,2024-05-30,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,99,6.05,16365,844,33,12,8
545,2024-05-31,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,61,6.88,8870,607,24,7,5
554,2024-04-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,47,24.1,1950,218,13,3,3
563,2024-04-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,43,24.32,1768,215,11,4,3
572,2024-04-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,32,25.92,1235,150,8,2,1
581,2024-04-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,36,26.33,1367,249,13,5,3
590,2024-04-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,42,24.49,1715,313,12,5,4
599,2024-04-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,40,25.83,1548,193,11,3,2
608,2024-04-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,49,24.69,1985,286,9,4,2
617,2024-04-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,43,25.41,1692,271,14,4,2
626,2024-04-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,39,25.51,1529,254,14,6,4
635,2024-04-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,38,25.25,1505,246,11,4,3
644,2024-04-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,38,26.04,1459,149,8,2,2
653,2024-04-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,41,26.91,1523,166,9,2,2
662,2024-04-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,48,25.56,1878,270,14,5,4
671,2024-04-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,34,26.78,1269,126,5,2,1
680,2024-04-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,36,26.95,1336,167,9,3,2
689,2024-04-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,38,24.63,1543,272,13,4,3
698,2024-04-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,37,24.73,1496,268,16,4,3
707,2024-04-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,40,26.22,1526,176,6,2,1
716,2024-04-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,45,24.4,1845,183,10,4,3
725,2024-04-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,33,26.84,1230,169,6,2,1
734,2024-04-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,38,25.52,1489,248,8,3,2
743,2024-04-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,36,26.89,1339,167,8,2,2
752,2024-04-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,30,26.84,1118,207,11,4,3
761,2024-04-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,33,25.05,1318,245,11,4,3
770,2024-04-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,46,26.06,1765,237,11,3,2
779,2024-04-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,46,24.27,1895,218,12,3,3
788,2024-04-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,31,25.4,1220,172,10,3,2
797,2024-04-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,43,25.16,1709,317,18,7,4
806,2024-04-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,35,25.87,1353,247,12,4,3
815,2024-04-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,40,25.22,1586,233,11,3,3
824,2024-05-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,36,24.17,1490,195,10,3,2
833,2024-05-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,37,25.32,1461,145,6,2,1
842,2024-05-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,41,26.76,1532,152,5,2,1
851,2024-05-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,33,26.59,1241,123,7,2,1
860,2024-05-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,42,24.98,1681,167,10,3,2
869,2024-05-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,48,25.04,1917,239,14,5,4
878,2024-05-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,34,24.29,1400,237,12,4,3
887,2024-05-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,37,26.66,1388,160,5,2,1
896,2024-05-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,50,24.66,2028,260,13,4,2
905,2024-05-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,33,25.56,1291,157,6,2,2
914,2024-05-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,35,24.95,1403,184,11,3,2
923,2024-05-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,40,25.6,1563,215,7,3,2
932,2024-05-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,32,26.57,1204,189,6,2,1
941,2024-05-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,45,26.4,1705,322,16,6,4
950,2024-05-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,43,24.01,1791,241,14,6,5
959,2024-05-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,47,26.01,1807,283,13,4,3
968,2024-05-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,43,25.94,1658,175,8,2,2
977,2024-05-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,185,24.56,7531,1491,49,16,10
986,2024-05-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,192,24.58,7812,2109,72,18,15
995,2024-05-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,189,25.17,7509,1577,95,36,27
1004,2024-05-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,48,24.31,1974,354,13,4,3
1013,2024-05-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,47,25.93,1812,336,20,6,4
1022,2024-05-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,49,25.51,1921,277,16,5,4
1031,2024-05-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,31,25.52,1215,117,4,1,1
1040,2024-05-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,35,26.08,1342,167,10,3,2
1049,2024-05-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,45,26.69,1686,270,11,3,2
1058,2024-05-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,47,26,1808,336,14,6,4
1067,2024-05-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,43,24.57,1750,185,7,2,2
1076,2024-05-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,36,25.01,1440,152,7,3,2
1085,2024-05-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,42,26.91,1561,240,11,4,3
1094,2024-05-31,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - C,45,26.12,1723,182,7,3,2
6,2024-04-01,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,100,6.6,15142,130,6,2,2
15,2024-04-02,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,82,6.63,12359,101,5,2,2
24,2024-04-03,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,96,6.05,15859,168,6,2,1
33,2024-04-04,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,82,6.58,12460,115,7,2,1
42,2024-04-05,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,88,5.16,17041,201,12,3,2
51,2024-04-06,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,90,6.6,13637,120,7,3,2
60,2024-04-07,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,98,6.57,14922,155,7,3,2
69,2024-04-08,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,65,6.29,10333,107,5,2,1
78,2024-04-09,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,65,5.04,12896,155,9,3,2
87,2024-04-10,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,81,5.03,16100,193,9,2,2
96,2024-04-11,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,77,5.02,15349,123,5,1,1
105,2024-04-12,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,65,6.63,9808,73,3,1,1
114,2024-04-13,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,91,6.5,13995,143,7,3,2
123,2024-04-14,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,63,5.93,10628,100,4,1,1
132,2024-04-15,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,100,6.56,15240,119,5,2,2
141,2024-04-16,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,71,6.06,11722,103,5,1,1
150,2024-04-17,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,95,6.85,13859,133,4,1,1
159,2024-04-18,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,68,5.01,13574,81,3,1,1
168,2024-04-19,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,91,6.79,13397,88,5,2,1
177,2024-04-20,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,91,5.7,15977,118,7,3,2
186,2024-04-21,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,81,5.74,14120,85,3,1,1
195,2024-04-22,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,63,6.15,10245,66,3,1,1
204,2024-04-23,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,74,6.33,11691,126,6,2,1
213,2024-04-24,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,88,5.55,15858,149,8,3,2
222,2024-04-25,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,100,5.47,18285,139,5,2,1
231,2024-04-26,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,64,6.88,9309,61,2,1,1
240,2024-04-27,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,67,6.64,10083,93,5,1,1
249,2024-04-28,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,90,5.52,16311,130,7,3,2
258,2024-04-29,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,71,5.36,13239,119,7,2,2
267,2024-04-30,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,88,5.91,14897,173,7,2,2
276,2024-05-01,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,72,5.14,13997,109,6,2,2
285,2024-05-02,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,76,6.27,12117,107,6,2,1
294,2024-05-03,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,83,5.14,16136,155,6,2,1
303,2024-05-04,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,92,5.96,15441,185,8,2,1
312,2024-05-05,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,99,6.79,14586,137,4,1,1
321,2024-05-06,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,64,6.34,10090,83,5,1,1
330,2024-05-07,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,68,6.91,9847,87,4,1,1
339,2024-05-08,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,99,6.26,15811,158,9,3,2
348,2024-05-09,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,96,5.79,16574,196,7,3,3
357,2024-05-10,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,66,5.02,13136,155,9,3,2
366,2024-05-11,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,98,5.25,18655,194,10,3,2
375,2024-05-12,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,73,6.56,11126,107,5,2,1
384,2024-05-13,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,68,5.2,13087,131,6,2,1
393,2024-05-14,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,69,6.94,9945,60,3,1,1
402,2024-05-15,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,60,6.55,9164,73,3,1,1
411,2024-05-16,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,80,5.53,14479,153,7,2,2
420,2024-05-17,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,71,5.32,13357,131,8,2,1
429,2024-05-18,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,141,8.36,16876,1249,42,13,10
438,2024-05-19,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,150,10.4,14417,1355,47,17,11
447,2024-05-20,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,157,10.81,14520,1191,37,10,7
456,2024-05-21,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,84,6.4,13135,147,5,2,1
465,2024-05-22,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,68,5.62,12090,92,5,1,1
474,2024-05-23,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,83,5.87,14150,85,4,1,1
483,2024-05-24,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,98,6.26,15645,169,8,3,2
492,2024-05-25,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,84,6.97,12059,106,5,1,1
501,2024-05-26,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,81,5.3,15270,113,7,2,2
510,2024-05-27,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,87,5.9,14736,150,9,2,2
519,2024-05-28,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,72,5.93,12132,141,8,3,2
528,2024-05-29,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,64,6.71,9531,112,5,2,2
537,2024-05-30,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,97,5.85,16589,139,7,2,2
546,2024-05-31,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,82,6.16,13315,104,4,1,1
555,2024-04-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,33,25.95,1272,343,12,4,2
564,2024-04-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,47,26.89,1748,472,17,5,4
573,2024-04-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,38,24.93,1524,430,15,4,3
582,2024-04-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,31,24.08,1287,386,14,3,2
591,2024-04-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,33,26.42,1249,390,14,6,4
600,2024-04-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,32,24.52,1305,282,13,4,3
609,2024-04-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,38,25.78,1474,363,18,4,3
618,2024-04-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,46,26.87,1712,318,17,5,4
627,2024-04-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,34,25.8,1318,387,21,8,5
636,2024-04-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,45,24.03,1873,528,28,8,6
645,2024-04-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,47,25.12,1871,483,25,9,6
654,2024-04-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,35,26.93,1300,468,24,8,6
663,2024-04-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,33,26.6,1241,335,17,6,5
672,2024-04-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,39,24.92,1565,526,26,8,5
681,2024-04-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,39,26.48,1473,327,18,5,5
690,2024-04-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,35,24.63,1421,435,14,4,3
699,2024-04-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,37,26.2,1412,449,18,5,4
708,2024-04-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,36,25.75,1398,344,13,5,4
717,2024-04-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,37,25.18,1469,485,28,9,6
726,2024-04-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,36,26.66,1351,300,17,4,3
735,2024-04-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,44,24.17,1820,349,16,5,4
744,2024-04-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,50,25.44,1965,495,27,11,8
753,2024-04-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,46,25.04,1837,397,15,5,3
762,2024-04-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,44,24.34,1808,380,16,6,4
771,2024-04-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,42,26.43,1589,458,25,9,7
780,2024-04-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,47,26.7,1760,422,17,6,5
789,2024-04-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,44,24.73,1779,352,13,5,3
798,2024-04-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,40,26.5,1509,480,16,6,4
807,2024-04-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,33,24.09,1370,411,18,5,4
816,2024-04-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,34,26.17,1299,359,14,5,4
825,2024-05-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,45,25.33,1777,522,17,5,4
